Criterion,Intent
Patient does not understand English,language
"Patient is able (i.e., sufficiently fluent) and willing to complete the quality of life, health utilities and lost productivity questionnaires in either English or French",language
Patient must be English-speaking [MD Anderson Symptom Inventory (MDASI) completion only],language
PATIENT: English-speaking,language
Patients must be able to follow directions and complete questionnaires and exercise diaries in English.,language
"Patients must be able to read and comprehend English, in order to be able to complete study questionnaires. However, patients participating through CCTG institutions who can read and comprehend French are eligible.",language
"Patients must be able to read and comprehend English, in order to be able to complete study questionnaires; however, patients participating through Canadian Cancer Trials Group (CCTG) institutions who can read and comprehend French are eligible",language
Patients must be able to read and write English to comply with the questionnaire portions of the protocol.,language
Patients must be able to read or speak English,language
Patients must be able to understand and provide information for the patient-completed study forms in either English or Spanish,language
Patients must be English speaking and sign an approved informed consent form (ICF) and HIPAA.,language
"Patients must be English-, French- or Spanish-speaking (languages in which the assessment is available)",language
Patients must be fluent in speaking English or Spanish.,language
Patients that are not able to read or understand English,language
"Patients unable to speak or understand English, since they cannot complete neurocognitive evaluation.",language
Patients who are non-English speaking,language
Patients who are primary English or French speakers are eligible,language
Patients who can complete Patient Reported Outcomes (PRO) forms in English are required to complete a pre-study S1400I Patient Reported Outcomes (PRO) Questionnaire and a pre-study S1400I European Quality of Life Five Dimension (EQ-5D) Questionnaire within 14 days prior to registration; NOTE: Patients enrolled to S1400I prior to 9/1/2016 are not eligible for the PRO study,language
"Patients who can complete Patient-Reported Outcome instruments in English or Spanish must agree to complete the EORTC QLQ-C30, the EORTC QLQ-BLM30, the EPIC-26 (bowel domain only), and the EQ-5D-5L per protocol schedule of assessment.",language
"Patients who can complete Patient-Reported Outcome instruments in English, Spanish or French, must participate in the quality of life studies.",language
"Patients who can complete patient-reported outcome instruments in English, Spanish, or French must complete the PROMIS Fatigue, the FACT/GOG-Ntx, and the PROMIS Global prior to registration and must agree to complete these instruments and the PRO-CTCAE or Pediatric PRO-CTCAE at the scheduled on-study assessment timepoints.",language
Patients who cannot read or speak English,language
Patients who speak English,language
"PATIENTS. Eligible patients 18 years of age or older, English-speaking, with a chronic life-limiting illness suggesting a median survival of approximately 2 years or a severe acute illness with a risk of hospital mortality of at least 15%. Chronic life-limiting illnesses include: cancer with a poor prognosis (e.g. metastatic cancer); chronic pulmonary disease (e.g. COPD, restrictive lung disease); coronary artery disease (CAD); congestive heart failure (CHF); peripheral vascular disease (PVD); severe liver disease (e.g. cirrhosis); diabetes with end-organ damage; renal failure (e.g. ESRD); and dementia. Acute illness criteria include a SOFA, APACHE or trauma severity score predicting a 15% or greater risk of hospital mortality. Acute illnesses and conditions also include: age >= 80 years; acute respiratory distress syndrome (ARDS) with P/F ratio <= 300; subarachnoid hemorrhage (SAH) Fisher grade 3/4 with Glasgow coma score (GCS) <= 12; spontaneous hemorrhage (ICH, IPH, EDH, SDH) with GCS <= 12; stroke or cardiovascular accident (CVA) with GCS <= 12; decompressive/crash craniotomy (bone flap) with GCS <= 12; traumatic brain injury (TBI) or diffuse axonal injury (DAI) based on MRI ~day 10; or anoxic brain injury due to cardiac arrest > 48 hours. All potential participants screened for facility with English and absence of significant cognitive impairment (prior to their current hospitalization) that would limit their ability to complete survey instruments.",language
PATIENTS: English-speaking,language
persons who cannot read or understand spoken English,language
Primary language is English,language
Proficient in English (due to number of questionnaires not validated in other languages),language
Proficient in English or Spanish,language
Proficient in English.,language
Proficient in the English language and self-reports as literate,language
Pts who are non-English speaking and English illiterate,language
read and speak English,language
Reads and speaks Spanish or English,language
"Reads and speaks Spanish or English, or availability of an appropriate professional interpreter at enrollment",language
Subject must be able to speak and read English,language
"Subjects must have the ability to read and speak English and Spanish at the 8th grade level or above, and survivors with mild depression, anxiety, or other psychiatric conditions will be eligible.",language
Subjects who cannot read or understand English,language
"SURROGATE/FAMILY. Eligible surrogate/family subjects will be those who are 18 years of age or older, English-speaking, involved in the patient's medical care or decision-making.",language
The ability to comprehend English or complete questionnaires with minimal assistance of an interpreter,language
The ability to read and respond to questions English,language
The ability to read and respond to questions in English or Spanish,language
The parent is not English speaking,language
The participant understands and is willing to provide informed consent in English or Spanish,language
The patient cannot speak / understand English or Spanish.,language
to be able to read and speak English,language
Unable to read and respond to questions in English,language
Unable to read and write in English,language
unable to read English at least at eighth-grade level,language
"Unable to read, speak, and understand English",language
Unable to undergo the informed consent process and the study interview in English per the judgment of the primary urologist or urological provider,language
Understands as is willing to provide informed consent in English or in Spanish,language
Understands English and is interested in participating,language
Verbal fluency in English,language
Willing and able to complete survey questionnaires in English without assistance through the duration of the study. This stipulation is in place because not all of the proposed quality of life or cognitive tests are available or validated in other languages.,language
A life expectancy >= 16 weeks at time of enrollment,lifeexpectancy
A life expectancy of at least 6 months with a Karnofsky performance status of at least 70,lifeexpectancy
Able to adhere to study visit schedule and other protocol requirements including follow-up for survival assessment,lifeexpectancy
"Active infection or other active medical condition that could be eminently life-threatening, including active blood clotting or bleeding diathesis.",lifeexpectancy
Another cancer with expected survival of < 2 years,lifeexpectancy
"Any life-threatening illness, medical condition or organ system dysfunction which, in the investigator's opinion, could compromise the subject's safety, or put the study outcomes at undue risk",lifeexpectancy
At least 12 month life expectancy,lifeexpectancy
Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1 and minimum life expectancy of >= 3 months,lifeexpectancy
"ECOG performance status 0, 1 or 2 and life expectancy of greater than 12 weeks based on the investigator's clinical judgment.",lifeexpectancy
Estimated life expectancy of greater than 6 months,lifeexpectancy
Estimated life expectancy of more than 6 months,lifeexpectancy
"Estimated life expectancy, in the judgment of the investigator, which will permit receipt of treatment of 12 weeks or more",lifeexpectancy
Expected survival > 3 months,lifeexpectancy
Expected survival > 3 months from study enrollment,lifeexpectancy
Expected survival > 3 months.,lifeexpectancy
Expected survival >= 3 months,lifeexpectancy
Expected survival >= 3 months after consenting.,lifeexpectancy
Expected survival >= 3 months in the view of the PI or investigators.,lifeexpectancy
Expected survival >= 8 months,lifeexpectancy
Expected survival greater than 3 months.,lifeexpectancy
Expected survival is > 100 days,lifeexpectancy
Expected survival is greater than 100 days,lifeexpectancy
Expected survival less than 6 months,lifeexpectancy
Expected survival must be greater than 3 months,lifeexpectancy
Expected survival must be greater than three months.,lifeexpectancy
Expected survival of at least 3 months.,lifeexpectancy
Expected survival of at least 3 years,lifeexpectancy
Expected survival of greater than 16 weeks.,lifeexpectancy
Expected survival of more than 12 weeks,lifeexpectancy
Expected survival of more than 6 months,lifeexpectancy
Greater than 5 year life expectancy,lifeexpectancy
Has a life expectancy of at least 3 months.,lifeexpectancy
have a life expectancy of > 12 weeks,lifeexpectancy
Have a performance status of at least 1 on the Eastern Cooperative Oncology Group (ECOG) scale and life expectancy > 6 months,lifeexpectancy
Have an estimated life expectancy > 4 months,lifeexpectancy
Have an estimated life expectancy of greater than 3 months,lifeexpectancy
Have an expected survival of > 60 day.,lifeexpectancy
Have an expected survival of > 60 days,lifeexpectancy
Have expected survival of at least 4 months,lifeexpectancy
Have other life-threatening illness,lifeexpectancy
Life expectancy < 12 months,lifeexpectancy
Life expectancy < 3 months,lifeexpectancy
Life expectancy < 6 months,lifeexpectancy
Life expectancy > 12 weeks,lifeexpectancy
Life expectancy > 2 months,lifeexpectancy
Life expectancy > 3 months,lifeexpectancy
Life expectancy > 4 months,lifeexpectancy
Life expectancy > 6 months,lifeexpectancy
Life expectancy > 6 months per investigator,lifeexpectancy
Life expectancy >= 12 weeks as judged by the Investigator,lifeexpectancy
Life expectancy >= 12 weeks.,lifeexpectancy
Life expectancy >= 16 weeks at time of enrollment,lifeexpectancy
Life expectancy >= 16 weeks.,lifeexpectancy
Life expectancy >= 52 weeks excluding their diagnosis of breast cancer,lifeexpectancy
Life expectancy >= 6 weeks,lifeexpectancy
Life expectancy >= 6 weeks.,lifeexpectancy
Life expectancy >= 90 days (3 months),lifeexpectancy
Life expectancy greater than 18 months,lifeexpectancy
Life expectancy greater than 3 months,lifeexpectancy
Life expectancy greater than 6 months,lifeexpectancy
Life expectancy greater than or equal to ( >= ) 12 weeks,lifeexpectancy
Life expectancy greater than or equal to 6 weeks.,lifeexpectancy
Life expectancy greater than six months.,lifeexpectancy
Life expectancy is not severely limited by concomitant illness,lifeexpectancy
Life expectancy is severely limited by concomitant illness or uncontrolled infection,lifeexpectancy
Life expectancy less than 3 months.,lifeexpectancy
Life expectancy less than 4 months,lifeexpectancy
Life expectancy less than 6 months,lifeexpectancy
Life expectancy limited by another co-morbid illness,lifeexpectancy
Life expectancy limited by other co-morbid illnesses,lifeexpectancy
Life expectancy must be estimated by patient's physician at > 6 months,lifeexpectancy
Life expectancy of < 12 weeks,lifeexpectancy
Life expectancy of < 3 months,lifeexpectancy
Life expectancy of > 3 months,lifeexpectancy
Life expectancy of >= 12 weeks.,lifeexpectancy
Life expectancy of >= 3 months,lifeexpectancy
Life expectancy of >= 4 months,lifeexpectancy
Life expectancy of 12 months or greater,lifeexpectancy
life expectancy of 3 years,lifeexpectancy
Life expectancy of at least 12 weeks,lifeexpectancy
Life expectancy of at least 12 weeks (3 months),lifeexpectancy
Life expectancy of at least 12 weeks in the opinion of investigator,lifeexpectancy
Life expectancy of at least 6 months,lifeexpectancy
Life expectancy of at least 9 months,lifeexpectancy
Life expectancy of at least 90 days,lifeexpectancy
Life expectancy of at least three months.,lifeexpectancy
Life expectancy of greater 3 months,lifeexpectancy
Life expectancy of greater than 4 months,lifeexpectancy
Life expectancy of greater than 4 months.,lifeexpectancy
Life expectancy of greater than 5 years,lifeexpectancy
Life expectancy of greater than 6 months,lifeexpectancy
Life expectancy of greater than 6 months.,lifeexpectancy
Life expectancy of greater than 60 months,lifeexpectancy
Life expectancy of greater than three months,lifeexpectancy
Life expectancy of more than 3 months,lifeexpectancy
Life expectancy with treatment should be >= 6 months in the estimation of the treating physicians.,lifeexpectancy
Life expectancy: >= at least 8 weeks,lifeexpectancy
Life expectancy: Greater than 8 weeks.,lifeexpectancy
Long term survival expected were it not for the cHL,lifeexpectancy
Minimum life expectancy of eight weeks,lifeexpectancy
Minimum life expectancy of eight weeks.,lifeexpectancy
Must have a life expectancy of at least 5 years based on age and co-morbidities.,lifeexpectancy
No co-existing medical condition that would limit life expectancy to < 2 years,lifeexpectancy
Other serious or life-threatening conditions deemed unacceptable by the principal investigator,lifeexpectancy
Participant must have a life expectancy >= 16 weeks.,lifeexpectancy
Participants must have a life expectancy of 2 years or more,lifeexpectancy
Patient has a life expectancy of greater than 20 weeks,lifeexpectancy
Patient must have a life expectancy > 3 months.,lifeexpectancy
Patient must have performance status of 0-1 on the ECOG Performance Scale and life expectancy > 3 months,lifeexpectancy
Patient must have performance status of 0-2 on the ECOG Performance Scale and life expectancy > 3 months.,lifeexpectancy
Patients must have a life expectancy >= 12 weeks,lifeexpectancy
Patients must have a life expectancy of > 3 months,lifeexpectancy
Patients must have a life expectancy of 100 days,lifeexpectancy
Patients must have a life expectancy of at least 12 weeks.,lifeexpectancy
Patients must have a minimum expected duration of survival of 8 weeks as determined and documented by the attending surgeon or medical oncologist.,lifeexpectancy
Patients must have an Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1 and an estimated life expectancy of >= 3 months,lifeexpectancy
Patients must have an estimated survival greater or equal to 3 months,lifeexpectancy
Patients must have Eastern Cooperative Oncology Group (ECOG) performance status <= 1 and a life expectancy of at least 3 months,lifeexpectancy
"Patients must have Eastern Cooperative Oncology Group (ECOG)performance status of 0-1, and life expectancy greater 3 years.",lifeexpectancy
"Patients must not be at short term risk for life threatening complications (such as airway compromise or bleeding from locoregional or metastatic disease,).",lifeexpectancy
Patients with a life expectancy ( < / = 6 weeks) limited by diseases other than leukemia,lifeexpectancy
Patients with a life expectancy < 10 years,lifeexpectancy
Patients with a life expectancy < 3 months from co-existing disease other than the leukemia or RAEB,lifeexpectancy
Patients with a life expectancy of less than one year,lifeexpectancy
Patients with any severe concomitant disease that may limit their life expectancy,lifeexpectancy
Patients with life expectancy < 3-Months,lifeexpectancy
Patients with life expectancy greater than or equal to 6 weeks.,lifeexpectancy
Patients with life expectancy of < 6 months for reasons other than their underlying hematologic/oncologic disorder,lifeexpectancy
Patients with life expectancy of at least 12 months,lifeexpectancy
Patients with life-threatening condition or complication other than their basic condition,lifeexpectancy
PHASE I AIM 1: Life expectancy of at least six months,lifeexpectancy
PHASE I AIM 3.1: Life expectancy of at least six months,lifeexpectancy
PHASE I: Life expectancy >= 12 weeks,lifeexpectancy
PHASE II AIM 2: Life expectancy of at least six months,lifeexpectancy
Stable clinical conditions and life expectancy > 3 months,lifeexpectancy
Subject has a life expectancy >= 3 months,lifeexpectancy
Adequate cardiac function ( <= NYHA Class II) or normal cardiac function with left ventricular ejection fraction (LVEF) >= 50% at screening.,lvef
"Adequate cardiac function, defined as left ventricular ejection fraction (LVEF) >= 40% as assessed by echocardiogram (ECHO) or multiple uptake gated acquisition (MUGA) scan performed within 8 weeks prior to initial Screening",lvef
Baseline ejection fraction >= 50% by MUGA scan or echocardiogram performed <= 60 days prior to registration.,lvef
Cardiac ejection fraction (left ventricular ejection fraction [LVEF]) >= 50% by echocardiogram <= 30 days of registration,lvef
Cardiac ejection fraction >= 50% and no evidence of pericardial effusion as determined by an ECHO or MUGA,lvef
Echocardiogram (ECHO) or multigated acquisition (MUGA) with left ventricular ejection fraction (LVEF) < 45%.,lvef
Echocardiogram (ECHO) or multi-gated acquisition (MUGA) with left ventricular ejection fraction < 45%.,lvef
Echocardiogram with left ventricular ejection fraction < 45%.,lvef
Ejection fraction >= LLN by echocardiogram or MUGA scan,lvef
Ejection fraction of >= 50% by radionuclide angiogram,lvef
"For pediatric patients (age 12-17), the ECHO, MUGA, or functional cardiac imaging scan must be performed within 14 days prior to registration.",lvef
"Has left ventricular ejection fraction (LVEF) of < 50% or below the institution limit of normal, as assessed by echocardiogram (ECHO) or multigated acquisition (MUGA) scan performed at screening.",lvef
Have a left ventricular ejection fraction (LVEF) > 45% by echocardiogram (ECHO) or multigated acquisition (MUGA) scan,lvef
"If the patient received prior anthracycline therapy, the left ventricular ejection fraction (LVEF) must be within the institution's normal limits. An echocardiogram scan or multigated acquisition scan (MUGA) must be performed at the Screening visit (or within 28 days before IP infusion).",lvef
Impaired cardiac function (left ventricular ejection fraction [LVEF] less than [<]45%) as assessed by echocardiogram or multiple-gated acquisition (MUGA) scan (performed 8 weeks of apheresis).,lvef
Left ventricular ejection fraction (LVEF) < 50% as determined by echocardiogram (ECHO),lvef
"Left ventricular ejection fraction (LVEF) <= 50% measured within 3 months prior to Day 1, confirmed by ECHO/MUGA",lvef
"Left ventricular ejection fraction (LVEF) > 50% or above the lower limit of the institutional normal range, whichever is lower",lvef
Left ventricular ejection fraction (LVEF) >= 50% as assessed by echocardiogram (ECHO) or multiple-gated acquisition scan (MUGA) documented <= 28 days prior to registration.,lvef
Left ventricular ejection fraction (LVEF) >= 50% as determined by multigated acquisition (MUGA) scan or echocardiogram (echo),lvef
Left ventricular ejection fraction (LVEF) >= 50% at baseline as determined by either ECHO or MUGA,lvef
Left ventricular ejection fraction (LVEF) >= 50% by transthoracic echocardiogram or multigated acquisition scan (MUGA).,lvef
Left ventricular ejection fraction (LVEF) >= 50% measured by multiple-gated acquisition scan (MUGA) or echocardiogram (ECHO).,lvef
Left ventricular ejection fraction (LVEF) >= 50% or the lower limit of normal (LLN) according to local institution ranges of normality.,lvef
"Left ventricular ejection fraction (LVEF) >= 50%, no evidence of pericardial effusion as determined by an ECHO, no NYHA class III or class IV functional classification, and no clinically significant arrhythmias",lvef
Left ventricular ejection fraction (LVEF) >= institutional lower limit of normal as measured by multigated acquisition scan or 2-dimensional (2-D) echocardiogram (ECHO) within 28 days prior to start of therapy and no clinically significant abnormalities on a 12-lead electrocardiogram (ECG).,lvef
"Left ventricular ejection fraction (LVEF) below institutional lower level of normal (LLN) or below 50%, whichever is lower",lvef
"Left ventricular ejection fraction (LVEF) below institutional lower limit of normal or below 50%, whichever is lower",lvef
Left ventricular ejection fraction (LVEF) by ECHO or MUGA >= 50%,lvef
Left ventricular ejection fraction (LVEF) less than 40%.,lvef
Left ventricular ejection fraction > 50%.,lvef
"Left ventricular ejection fraction >= 50%, as determined by RVG (MUGA) or echocardiogram within 60 days prior to initiation of extension phase therapy (all cohorts)",lvef
"Left ventricular ejection fraction >= 50%, as determined by RVG (MUGA) or echocardiogram within 60 days prior to initiation of protocol therapy",lvef
Left ventricular ejection fraction LVEF < 50% or below the lower limit of normal (whichever is higher).,lvef
LVEF < 45% by MUGA or ECHO,lvef
LVEF > 40% as measured by echocardiography or MUGA,lvef
LVEF >= 50% calculated by echocardiogram (ECHO) or MUGA,lvef
Normal cardiac function as defined by a normal ejection fraction by MUGA or echocardiogram.,lvef
"Normal cardiac function, as determined by left ventricular ejection fraction (LVEF) >= institutional lower limit of normal on echocardiogram or multi-gated acquisition scan (MUGA) within 1 month of registration",lvef
Part B only: Left ventricular ejection fraction (LVEF) >= 50% as determined by echocardiogram or multigated acquisition (MUGA) scan.,lvef
Participant has left ventricular ejection fraction (LVEF) at rest >= 40%.,lvef
"Patient has a high risk of cardiac disease, as determined by the Investigator, may undergo either echocardiogram (ECHO) or multi-gated acquisition (MUGA) during Screening and has a cardiac ejection fraction < 50%.",lvef
"Patient must have a normal cardiac ejection fraction by pretreatment multigated acquisition scan (MUGA) or echocardiogram within 4 weeks prior to registration (resting ejection fraction >= 40% or >= 5% increase with exercise), shortening fraction by echocardiogram >= 24%, or to within the normal range of values for the institution",lvef
Patients known to have impaired left ventricular ejection fraction per institutional standards and of clinical significance as per Investigator review.,lvef
Patients must have ejection fraction >= 45% based on echocardiogram performed within 28 days prior to registration.,lvef
"Shortening fraction >= 27% by echocardiogram, or ejection fraction >= 50% by gated radionuclide study:",lvef
Subject with inadequately controlled heart disease and/or have a known left ventricular ejection fraction < 35%.,lvef
Any major surgery within 28 days of the first dose of study drug or anticipation of the need for major surgery during the course of study treatment,majorsurgery
Any major surgery within 28 days prior to the first dose of GSK525762 and fulvestrant,majorsurgery
Any major surgery within 4 weeks of study treatment. Participants must have recovered from the effects of major surgery or significant traumatic injury at least 14 days before the first dose of study treatment.,majorsurgery
At least 21 days must have elapsed or complete healing of incision must have occurred (whichever occurs sooner) after major surgery which will be defined per investigator discretion.,majorsurgery
At least 4 weeks must have elapsed since any major surgery prior to registration.,majorsurgery
"Has had major surgery (not including placement of central lines) within 7 days prior to study entry or is planned to have major surgery during the course of the study (major surgery may be defined as any invasive operative procedure in which an extensive resection is performed, e.g. a body cavity is entered, organs are removed, or normal anatomy is altered. In general, if a mesenchymal barrier is opened (pleural cavity, peritoneum, meninges), the surgery is considered major)",majorsurgery
Has had major surgery in the past 4 weeks.,majorsurgery
"Have undergone major surgery, other than diagnostic surgery, within 2 weeks prior to Day 1",majorsurgery
Inadequate recovery from toxicity and/or complications from a major surgery before starting therapy.,majorsurgery
Major surgery (as deemed by the Investigator) for any reason OR not fully recovered from surgery within 4 weeks prior to the start of study treatment.,majorsurgery
Major surgery (as defined by the Investigator),majorsurgery
"Major surgery (as defined by the investigator) within 28 days prior to first dose of MEDI4736 or tremelimumab or still recovering from prior surgery. Local procedures (eg, placement of a systemic port, core needle biopsy, and prostate biopsy) are allowed if completed at least 24 hours prior to the administration of the first dose of study treatment.",majorsurgery
"Major surgery (e.g., GI surgery) within 6 weeks before first dose of study treatment or incomplete wound healing from any prior surgery. Patients with clinically relevant ongoing complications (per investigator assessment) from prior surgery are not eligible.",majorsurgery
"Major surgery (e.g., intra-thoracic, intra-abdominal or intra-pelvic) within 4 weeks prior (2 weeks for resection of brain metastases) to starting INC280 or who have not recovered from side effects of such procedure. Video-assisted thoracic surgery (VATS) and mediastinoscopy will not be counted as major surgery and patients can be enrolled in the study >= 1 week after the procedure",majorsurgery
"Major surgery (eg, GI surgery, removal or biopsy of brain metastasis) within 8 weeks before first dose of study treatment, except prior nephrectomy within 6 weeks before first dose. Complete wound healing from major surgery must have occurred 3 weeks before first dose and from minor surgery (eg, simple excision, tooth extraction) at least 10 days before first dose. Subjects with clinically relevant ongoing complications from prior surgery are not eligible.",majorsurgery
"Major surgery (i.e., laparotomy), open biopsy, or significant traumatic injury <= 4 weeks prior to registration; minor surgery <= 2 weeks prior to registration; insertion of a vascular access device is not considered major or minor surgery in this regard",majorsurgery
Major surgery [excluding Central Venous Access Device (CVAD) replacement and bone marrow aspiration and non-open biopsy] within the last 7 days prior to enrollment that may be associated with a risk of bleeding. Open biopsy is considered a major surgery.,majorsurgery
Major surgery <= 1 week prior to randomization,majorsurgery
Major surgery <= 14 days before study registration,majorsurgery
Major surgery <= 14 days before study registration.,majorsurgery
Major surgery <= 14 days prior to C1D1.,majorsurgery
Major surgery <= 14 days prior to registration,majorsurgery
Major surgery <= 14 days prior to registration or has not recovered from major side effects (tumor biopsy is not considered as major surgery),majorsurgery
Major surgery <= 14 days prior to study registration,majorsurgery
Major surgery <= 2 weeks prior to registration,majorsurgery
Major surgery <= 28 days prior to registration.,majorsurgery
Major surgery <= 3 weeks of study treatment.,majorsurgery
Major surgery <= 3 weeks prior to registration or failure to adequately recover from surgery.,majorsurgery
"Major surgery <= 4 weeks from registration. NOTE: Diagnostic laparoscopy (without other intervention) and/or biopsies (needle aspirate, core biopsy, open biopsy, etc&hellip;) are not considered major surgery",majorsurgery
Major surgery <= 4 weeks prior to enrollment (other than diagnostic surgery or surgical spacer placement in preparation for radiation treatment).,majorsurgery
Major surgery <= 4 weeks prior to registration,majorsurgery
Major surgery <= 4 weeks prior to registration (the surgical incision should be fully healed prior to drug administration or radiation therapy),majorsurgery
Major surgery <= 4 weeks prior to registration.,majorsurgery
Major surgery or significant trauma within 28 days before the start of study treatment.,majorsurgery
Major surgery within 14 days before study registration.,majorsurgery
Major surgery within 14 days of registration and patients must have recovered from any effects of any major surgery.,majorsurgery
Major surgery within 14 days prior to start of study treatment,majorsurgery
Major surgery within 28 days before the start of study intervention (excluding prior diagnostic biopsy).,majorsurgery
Major surgery within 28 days prior to planned start of treatment,majorsurgery
Major surgery within 28 days prior to study day 1.,majorsurgery
Major surgery within 28 days prior to the first study treatment.,majorsurgery
Major surgery within 3 months of the first dose of cabozantinib if there were no wound healing complications or within 6 months of the first dose of cabozantinib if there were wound complications,majorsurgery
Major surgery within 3 weeks of starting the study or patient has not recovered from any effects of any major surgery,majorsurgery
Major surgery within 3 weeks prior to first study drug administration.,majorsurgery
Major surgery within 4 weeks before randomization.,majorsurgery
"Major surgery within 4 weeks of the first dose of study drug; following major surgeries > 4 weeks prior to the first dose of study drug, all surgical wounds must be healed and free of infection or dehiscence.",majorsurgery
Major surgery within 4 weeks prior to first dose of TAB001 or still recovering from prior surgery,majorsurgery
Major surgery within 4 weeks prior to lymphodepletion; subjects shouldhave been fully recovered from any surgical related toxicities.,majorsurgery
Major surgery within 6 weeks of enrollment,majorsurgery
Major surgery within 6 weeks prior to randomization.,majorsurgery
Major surgery within four weeks before C1D1.,majorsurgery
Major surgery within four weeks before first IMP administration.,majorsurgery
Major surgery within the previous 4 weeks (the surgical incision should be fully healed prior to the first dose of TAS-120).,majorsurgery
Major surgery without full recovery or major surgery within 3 weeks prior to planned randomization,majorsurgery
"Major surgery, other than diagnostic surgery, within 2 weeks prior to Cycle 1 Day 1, without complete recovery.",majorsurgery
"Major surgery, other than diagnostic surgery, within 4 weeks prior to Cycle 1 Day 1, without complete recovery.",majorsurgery
"Major surgery, other than diagnostic surgery, within 4 weeks prior to the first dose of test drug, minor surgery including diagnostic surgery within 2 weeks (14 days) excluding central IV port placements and needle aspirate/core biopsies, to ensure that wound healing has occurred. Radio frequency ablation or transcatheter arterial chemoembolization within six 6 weeks prior to the first dose of test drug.",majorsurgery
Major surgical procedure (as defined by the investigator) within 28 days prior to the first dose of study drug,majorsurgery
"Major surgical procedure (including open biopsy, significant traumatic injury, etc.) within 28 days, or anticipation of the need for major surgical procedure during the study, and minor surgical procedure (excluding placement of a vascular access device) within 7 days prior to study enrollment.",majorsurgery
Major surgical procedure <= 21 days.,majorsurgery
Major surgical procedure <= 28 days prior to registration or anticipation of need for a major surgical procedure during the course of the study,majorsurgery
"Major surgical procedure other than for diagnosis within 4 weeks prior to initiation of study treatment, or anticipation of need for a major surgical procedure during the course of the study",majorsurgery
"Major surgical procedure within 28 days prior to cycle 1, day 1 or anticipation of need for a major surgical procedure during the course of the study with the exception of the planned breast cancer surgery that is part of the trial design.",majorsurgery
"Major surgical procedure within 28 days prior to Cycle 1, Day 1 or anticipation of need for a major surgical procedure during the course of the study.",majorsurgery
"Major surgical procedure, laparoscopic procedure, or open biopsy within 28 days prior to enrollment.",majorsurgery
"Major surgical procedure, open biopsy, or significant traumatic injury <= 28 days prior to registration ( <= 56 days for hepatectomy, open thoracotomy, major neurosurgery) or anticipation of need for major surgical procedure during the course of the study",majorsurgery
"Major surgical procedure, other than for diagnosis, within 28 days prior to initiation of study treatment, or anticipation of need for non-protocol-mandated major surgical procedure during the study",majorsurgery
"Major surgical procedure, other than for diagnosis, within 4 weeks prior to initiation of study treatment, or anticipation of need for a major surgical procedure during the study",majorsurgery
No major surgery <= 4 weeks before pre-registration.,majorsurgery
No planned major surgery within 4 weeks of first dose of CBT-101.,majorsurgery
"Non-study related minor surgical procedure within < 5 days, or major surgical procedure within < 21 days, prior to first dose of rucaparib; in all cases, the patient must be sufficiently recovered and stable before treatment administration",majorsurgery
"Non-study related minor surgical procedure within < 5 days, or major surgical procedure within < 21 days, prior to first dose of study drug; in all cases, the patient must be sufficiently recovered and stable before treatment administration",majorsurgery
Participants must not have had any major surgery within 4 weeks of study treatment administration. Participants must have recovered from the effects of a major surgery or significant traumatic injury at least 14 days before the first dose of study treatment.,majorsurgery
Patient had major surgery within 4 weeks of starting the study or patient has not recovered from any effects of any major surgery.,majorsurgery
"Patient has had a major surgical procedure within 14 days of the first dose of study drug (procedures such as central venous catheter placement, tumor needle biopsy, and feeding tube placement are not considered major surgical procedures).",majorsurgery
Patient must not have had major surgery within 2 weeks of starting study treatments and patients must have recovered from any effects of any major surgery,majorsurgery
"Patients must have completed any major surgery at least 12 weeks prior to registration and any minor surgery (including uncomplicated tooth extractions) at least 28 days prior to registration; complete wound healing from major surgery must have occurred at least 28 days prior to registration, and complete wound healing from minor surgery must have occurred at least 10 days prior to registration",majorsurgery
Prior major surgery within 4 weeks of starting study drug administration.,majorsurgery
Radiotherapy or major surgery within 2 weeks prior to first dose of study drug.,majorsurgery
Recent major surgery within 4 weeks prior to first BFCR4350A infusion:,majorsurgery
Subject has had a major surgical procedure <= 28 days prior to the first dose of study drug.,majorsurgery
Subject with major surgery within 8 weeks up to the enrollment date. Subject must have completely recovered from any previous surgery immediately up to the enrollment date.,majorsurgery
Subject without complete recovery from a major surgical procedure <= 14 days prior to the first dose of study treatment.,majorsurgery
Subjects who have had major surgery within the 28-days from the screening,majorsurgery
Subjects who have not recovered adequately from any toxicity and/or complications from major surgery prior to starting therapy.,majorsurgery
Surgery with local anesthesia - 3 days,majorsurgery
All patients must have either t(11;14) by karyotype or fluorescent in-situ hybridization (FISH) or positive immunohistochemistry (IHC) for cyclin D1,mantle-cell
Confirmed diagnosis of mantle cell lymphoma with CD20 positivity and chromosome translocation t(11;14) and/or overexpress cyclin D1 in tissue biopsy,mantle-cell
"Confirmed diagnosis of mantle cell lymphoma with CD20 positivity and chromosome translocation t(11;14), (q13",mantle-cell
"Confirmed diagnosis of mantle cell lymphoma with CD20 positivity and chromosome translocation t(11;14), (q13;q32) and/or overexpress cyclin D1 in tissue biopsy",mantle-cell
